DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 2: '0o2322'",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 2: '0x4d2'",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 8: '0b10011010010'",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 10: '0b10011010010'",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 2: '0o2322'",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 10: '0o2322'",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 16: '0o2322'",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 2: '0x4d2'",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 8: '0x4d2'",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 10: '0x4d2'",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 8: '0b10011010010'",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 10: '0b10011010010'",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 2: '0o2322'",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 10: '0o2322'",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 16: '0o2322'",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 2: '0x4d2'",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 8: '0x4d2'",)
DEBUG:root:<class 'ValueError'>("invalid literal for int() with base 10: '0x4d2'",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
DEBUG:root:<class 'TypeError'>("int() can't convert non-string with explicit base",)
2020-06-05 16:24:09,481:DEBUG:<class 'ValueError'>("invalid literal for int() with base 8: '0b10011010010'",)
2020-06-05 16:24:09,481:DEBUG:<class 'ValueError'>("invalid literal for int() with base 10: '0b10011010010'",)
2020-06-05 16:24:09,481:DEBUG:<class 'ValueError'>("invalid literal for int() with base 2: '0o2322'",)
2020-06-05 16:24:09,481:DEBUG:<class 'ValueError'>("invalid literal for int() with base 10: '0o2322'",)
2020-06-05 16:24:09,481:DEBUG:<class 'ValueError'>("invalid literal for int() with base 16: '0o2322'",)
2020-06-05 16:24:09,482:DEBUG:<class 'TypeError'>("int() can't convert non-string with explicit base",)
2020-06-05 16:24:09,482:DEBUG:<class 'TypeError'>("int() can't convert non-string with explicit base",)
2020-06-05 16:24:09,482:DEBUG:<class 'TypeError'>("int() can't convert non-string with explicit base",)
2020-06-05 16:24:09,482:DEBUG:<class 'ValueError'>("invalid literal for int() with base 2: '0x4d2'",)
2020-06-05 16:24:09,482:DEBUG:<class 'ValueError'>("invalid literal for int() with base 8: '0x4d2'",)
2020-06-05 16:24:09,482:DEBUG:<class 'ValueError'>("invalid literal for int() with base 10: '0x4d2'",)
2020-06-05 16:24:09,482:DEBUG:<class 'TypeError'>("int() can't convert non-string with explicit base",)
2020-06-05 16:24:09,482:DEBUG:<class 'TypeError'>("int() can't convert non-string with explicit base",)
2020-06-05 16:24:09,483:DEBUG:<class 'TypeError'>("int() can't convert non-string with explicit base",)
2020-06-05 16:24:09,483:DEBUG:<class 'TypeError'>("int() can't convert non-string with explicit base",)
2020-06-05 16:24:09,483:DEBUG:<class 'TypeError'>("int() can't convert non-string with explicit base",)
2020-06-05 16:24:09,483:DEBUG:<class 'TypeError'>("int() can't convert non-string with explicit base",)
2020-06-05 16:24:09,483:DEBUG:<class 'TypeError'>("int() can't convert non-string with explicit base",)
2020-06-05 16:24:09,483:DEBUG:<class 'TypeError'>("int() can't convert non-string with explicit base",)
2020-06-05 16:24:09,483:DEBUG:<class 'TypeError'>("int() can't convert non-string with explicit base",)
2020-06-05 16:24:09,483:DEBUG:<class 'TypeError'>("int() can't convert non-string with explicit base",)
2020-06-05 16:24:09,483:DEBUG:<class 'TypeError'>("int() can't convert non-string with explicit base",)
2020-06-05 16:24:09,483:DEBUG:<class 'TypeError'>("int() can't convert non-string with explicit base",)
2020-06-05 16:25:42,448:DEBUG:<class 'ValueError'>:("invalid literal for int() with base 8: '0b10011010010'",)
2020-06-05 16:25:42,448:DEBUG:<class 'ValueError'>:("invalid literal for int() with base 10: '0b10011010010'",)
2020-06-05 16:25:42,448:DEBUG:<class 'ValueError'>:("invalid literal for int() with base 2: '0o2322'",)
2020-06-05 16:25:42,448:DEBUG:<class 'ValueError'>:("invalid literal for int() with base 10: '0o2322'",)
2020-06-05 16:25:42,448:DEBUG:<class 'ValueError'>:("invalid literal for int() with base 16: '0o2322'",)
2020-06-05 16:25:42,448:DEBUG:<class 'TypeError'>:("int() can't convert non-string with explicit base",)
2020-06-05 16:25:42,448:DEBUG:<class 'TypeError'>:("int() can't convert non-string with explicit base",)
2020-06-05 16:25:42,449:DEBUG:<class 'TypeError'>:("int() can't convert non-string with explicit base",)
2020-06-05 16:25:42,449:DEBUG:<class 'ValueError'>:("invalid literal for int() with base 2: '0x4d2'",)
2020-06-05 16:25:42,449:DEBUG:<class 'ValueError'>:("invalid literal for int() with base 8: '0x4d2'",)
2020-06-05 16:25:42,449:DEBUG:<class 'ValueError'>:("invalid literal for int() with base 10: '0x4d2'",)
2020-06-05 16:25:42,449:DEBUG:<class 'TypeError'>:("int() can't convert non-string with explicit base",)
2020-06-05 16:25:42,449:DEBUG:<class 'TypeError'>:("int() can't convert non-string with explicit base",)
2020-06-05 16:25:42,449:DEBUG:<class 'TypeError'>:("int() can't convert non-string with explicit base",)
2020-06-05 16:25:42,449:DEBUG:<class 'TypeError'>:("int() can't convert non-string with explicit base",)
2020-06-05 16:25:42,450:DEBUG:<class 'TypeError'>:("int() can't convert non-string with explicit base",)
2020-06-05 16:25:42,450:DEBUG:<class 'TypeError'>:("int() can't convert non-string with explicit base",)
2020-06-05 16:25:42,450:DEBUG:<class 'TypeError'>:("int() can't convert non-string with explicit base",)
2020-06-05 16:25:42,450:DEBUG:<class 'TypeError'>:("int() can't convert non-string with explicit base",)
